date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2003-08-07,sh.600485,8.8128635700,9.6599685000,8.5602182400,9.4667691300,5.0578604300,10708091,196945070.0000,2,59.489394,1,87.169440,0
2003-08-08,sh.600485,9.3627387000,9.4519076400,9.0803703900,9.0952318800,9.4667691300,4007305,74967795.0000,2,22.262806,1,-3.920000,0
2003-08-11,sh.600485,9.0159706000,9.5559380700,8.9713861300,9.5311689200,9.0952318800,2378587,44396514.0000,2,13.214372,1,4.790000,0
2003-08-12,sh.600485,9.4667691300,9.8482140400,9.4568614700,9.5014459400,9.5311689200,2281737,44560276.0000,2,12.676317,1,-0.310000,0
2003-08-13,sh.600485,9.4618153000,10.4030430000,9.4172308300,10.0414134100,9.5014459400,3440737,68728464.0000,2,19.115206,1,5.680000,0
2003-08-14,sh.600485,9.9324291500,10.2445204400,9.9076600000,10.0909517100,10.0414134100,2463112,50174634.0000,2,13.683956,1,0.490000,0
2003-08-15,sh.600485,10.0810440500,10.1454438400,9.8135372300,9.9770136200,10.0909517100,1548073,31098436.0000,2,8.600406,1,-1.130000,0
2003-08-18,sh.600485,10.0067366000,10.3039664000,9.9671059600,10.0364595800,9.9770136200,1320698,27023991.0000,2,7.337211,1,0.600000,0
2003-08-19,sh.600485,10.0463672400,10.2197512900,9.9324291500,9.9621521300,10.0364595800,1183882,24127738.0000,2,6.577122,1,-0.740000,0
2003-08-20,sh.600485,9.9621521300,10.0562749000,9.7144606300,9.8432602100,9.9621521300,1211394,24080627.0000,2,6.729967,1,-1.190000,0
2003-08-21,sh.600485,10.0364595800,10.1454438400,9.8927985100,10.0265519200,9.8432602100,741017,14975375.0000,2,4.116761,1,1.860000,0
2003-08-22,sh.600485,9.9968289400,10.0959055400,9.8432602100,9.8482140400,10.0265519200,587552,11825739.0000,2,3.264178,1,-1.780000,0
2003-08-25,sh.600485,9.7491374400,9.7986757400,9.2488006100,9.3032927400,9.8482140400,1674572,31907112.0000,2,9.303178,1,-5.530000,0
2003-08-26,sh.600485,9.2636621000,9.5262150900,9.2190776300,9.3676925300,9.3032927400,862155,16334574.0000,2,4.789750,1,0.690000,0
2003-08-27,sh.600485,9.3132004000,9.5212612600,9.3132004000,9.3577848700,9.3676925300,612760,11643714.0000,2,3.404222,1,-0.110000,0
2003-08-28,sh.600485,9.3577848700,9.4221846600,9.1695393300,9.3082465700,9.3577848700,699324,13083023.0000,2,3.885133,1,-0.530000,0
2003-08-29,sh.600485,9.2735697600,10.1454438400,9.2141238000,9.7937219100,9.3082465700,1741208,34200132.0000,2,9.673378,1,5.220000,0
2003-09-01,sh.600485,9.9027061700,10.7745802500,9.7986757400,10.7745802500,9.7937219100,3684610,77687728.0000,2,20.470056,1,10.020000,0
2003-09-02,sh.600485,10.7399034400,11.7455309300,10.4525813000,10.9875949400,10.7745802500,4639707,104446181.0000,2,25.776150,1,1.980000,0
2003-09-03,sh.600485,10.8934721700,11.0866715400,10.5417502400,10.5665193900,10.9875949400,2296407,49906732.0000,2,12.757817,1,-3.830000,0
2003-09-04,sh.600485,10.5665193900,10.8934721700,10.5467040700,10.5962423700,10.5665193900,1210768,26266642.0000,2,6.726489,1,0.280000,0
2003-09-05,sh.600485,10.5021196000,10.5912885400,10.1206746900,10.1454438400,10.5962423700,1450791,30154447.0000,2,8.059950,1,-4.250000,0
2003-09-08,sh.600485,10.1553515000,10.3881815100,10.1503976700,10.1999359700,10.1454438400,762708,15792229.0000,2,4.237267,1,0.540000,0
2003-09-09,sh.600485,10.1553515000,10.3535047000,10.0215980900,10.3287355500,10.1999359700,482866,10001923.0000,2,2.682589,1,1.260000,0
2003-09-10,sh.600485,10.3683661900,10.4971657700,10.2048898000,10.3237817200,10.3287355500,674756,14155041.0000,2,3.748644,1,-0.050000,0
2003-09-11,sh.600485,10.3287355500,10.6259653500,10.3287355500,10.3535047000,10.3237817200,528216,11176553.0000,2,2.934533,1,0.290000,0
2003-09-12,sh.600485,10.3188278900,10.3188278900,9.9373829800,10.1157208600,10.3535047000,819561,16697872.0000,2,4.553117,1,-2.300000,0
2003-09-15,sh.600485,9.9819674500,10.2098436300,9.9621521300,10.0959055400,10.1157208600,405273,8282401.0000,2,2.251517,1,-0.200000,0
2003-09-16,sh.600485,10.1999359700,10.4228583200,10.1058132000,10.3188278900,10.0959055400,534446,11102273.0000,2,2.969144,1,2.210000,0
2003-09-17,sh.600485,10.3535047000,10.3535047000,10.1008593700,10.1355361800,10.3188278900,356190,7320608.0000,2,1.978833,1,-1.780000,0
