date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2017-03-24,sz.300629,6.6078535600,7.9241060800,6.6078535600,7.9241060800,5.5043287200,4200,47521.0000,2,0.025200,1,43.961360,0
2017-03-27,sz.300629,8.7151871400,8.7151871400,8.7151871400,8.7151871400,7.9241060800,3300,43263.0000,2,0.019800,1,9.983217,0
2017-03-28,sz.300629,9.5860410800,9.5860410800,9.5860410800,9.5860410800,8.7151871400,600,8652.0000,2,0.003600,1,9.992376,0
2017-03-29,sz.300629,10.5433156400,10.5433156400,10.5433156400,10.5433156400,9.5860410800,1000,15860.0000,2,0.006000,1,9.986127,0
2017-03-30,sz.300629,11.6003063000,11.6003063000,11.6003063000,11.6003063000,10.5433156400,2100,36645.0000,2,0.012600,1,10.025230,0
2017-03-31,sz.300629,12.7636608000,12.7636608000,12.7636608000,12.7636608000,11.6003063000,4000,76800.0000,2,0.024000,1,10.028650,0
2017-04-05,sz.300629,14.0400268800,14.0400268800,14.0400268800,14.0400268800,12.7636608000,5800,122496.0000,2,0.034800,1,10.000000,0
2017-04-06,sz.300629,15.4427000200,15.4427000200,15.4427000200,15.4427000200,14.0400268800,3600,83628.0000,2,0.021600,1,9.990523,0
2017-04-07,sz.300629,16.9849757000,16.9849757000,16.9849757000,16.9849757000,15.4427000200,4800,122640.0000,2,0.028800,1,9.987084,0
2017-04-10,sz.300629,18.6867971400,18.6867971400,18.6867971400,18.6867971400,16.9849757000,8000,224880.0000,2,0.048000,1,10.019580,0
2017-04-11,sz.300629,20.5548120800,20.5548120800,20.5548120800,20.5548120800,18.6867971400,24932,770897.0000,2,0.149592,1,9.996440,0
2017-04-12,sz.300629,22.6089637400,22.6089637400,22.6089637400,22.6089637400,20.5548120800,31700,1078117.0000,2,0.190200,1,9.993526,0
2017-04-13,sz.300629,24.8691953400,24.8691953400,24.8691953400,24.8691953400,22.6089637400,50500,1889205.0000,2,0.302999,1,9.997065,0
2017-04-14,sz.300629,27.3554501000,27.3554501000,27.3554501000,27.3554501000,24.8691953400,89600,3687040.0000,2,0.537599,1,9.997332,0
2017-04-17,sz.300629,30.0943189800,30.0943189800,29.2500560000,30.0943189800,27.3554501000,7489736,337409856.0000,2,44.938326,1,10.012150,0
2017-04-18,sz.300629,31.6498901400,33.1057452000,31.6498901400,33.1057452000,30.0943189800,4755511,231530753.0000,2,28.533009,1,10.006620,0
2017-04-19,sz.300629,36.4163197200,36.4163197200,36.4163197200,36.4163197200,33.1057452000,482552,26434198.0000,2,2.895306,1,9.999999,0
2017-04-20,sz.300629,36.4163197200,36.4163197200,32.7733582000,32.7733582000,36.4163197200,9137180,464615776.0000,2,54.822970,1,-10.003650,0
2017-04-21,sz.300629,31.3972760200,36.0506940200,31.2377302600,33.7040418000,32.7733582000,9828408,500943408.0000,2,58.970330,1,2.839760,0
2017-04-24,sz.300629,32.3545505800,35.0535330200,32.3545505800,33.2387000000,33.7040418000,6231636,314281792.0000,2,37.389741,1,-1.380672,0
2017-04-25,sz.300629,33.7705192000,36.5625700000,33.6043257000,36.5625700000,33.2387000000,2564369,137557406.0000,2,15.386183,1,10.000000,0
2017-04-26,sz.300629,37.5597310000,40.2188270000,37.5597310000,40.2055315200,36.5625700000,8362305,495180656.0000,2,50.173730,1,9.963635,0
2017-04-27,sz.300629,38.9557564000,43.6025266600,38.2444482200,41.5816137000,40.2055315200,8305481,506283808.0000,2,49.832786,1,3.422619,0
2017-04-28,sz.300629,40.8836010000,41.6414433600,38.6233694000,39.2682001800,41.5816137000,6249629,376860064.0000,2,37.497699,1,-5.563549,0
2017-05-02,sz.300629,38.3906985000,41.2159880000,38.2245050000,41.2159880000,39.2682001800,6284602,375640384.0000,2,37.707537,1,4.960217,0
2017-05-03,sz.300629,41.8076368600,44.3936077200,40.0725767200,41.2093402600,41.2159880000,8028634,512803984.0000,2,48.171708,1,-0.016126,0
2017-05-04,sz.300629,39.1219499000,40.5512140000,37.0877414600,38.0383682800,41.2093402600,7067664,406687616.0000,2,42.405899,1,-7.694790,0
2017-05-05,sz.300629,37.8921180000,38.0383682800,34.2358610000,34.2358610000,38.0383682800,5975636,324578416.0000,2,35.853744,1,-9.996507,0
2017-05-08,sz.300629,33.7705192000,35.0934194600,33.2453477400,34.5748957400,34.2358610000,4336201,223904117.0000,2,26.017154,1,0.990288,0
2017-05-09,sz.300629,34.0364288000,35.7050115400,32.9860858800,35.1532491200,34.5748957400,3748884,195126791.0000,2,22.493259,1,1.672761,0
2017-05-10,sz.300629,34.7012028000,35.6185909200,32.1750616000,32.1750616000,35.1532491200,4489340,228870296.0000,2,26.935986,1,-8.472012,0
2017-05-11,sz.300629,31.2776167000,35.3127948800,31.2776167000,34.3688158000,32.1750616000,4698081,237237252.0000,2,28.188430,1,6.818180,0
2017-05-12,sz.300629,33.9034740000,35.1997833000,32.7201762800,34.9072827400,34.3688158000,5137160,261834006.0000,2,30.822898,1,1.566726,0
2017-05-15,sz.300629,35.1532491200,36.4296152000,33.9034740000,34.4352932000,34.9072827400,5054409,266365809.0000,2,30.326393,1,-1.352122,0
2017-05-16,sz.300629,33.3716548000,35.5654090000,32.5739260000,35.4457496800,34.4352932000,4510893,231303479.0000,2,27.065304,1,2.934364,0
2017-05-17,sz.300629,34.9006350000,38.9557564000,34.9006350000,37.6926858000,35.4457496800,6860164,376894480.0000,2,41.160902,1,6.339087,0
2017-05-18,sz.300629,36.4296152000,37.4799581200,35.5654090000,35.7714889400,37.6926858000,4525834,247964984.0000,2,27.154950,1,-5.097001,0
2017-05-19,sz.300629,35.2662607000,37.5730264800,34.5881912200,35.0867717200,35.7714889400,4033708,220159381.0000,2,24.202200,1,-1.914147,0
2017-05-22,sz.300629,34.8408053400,35.4324542000,31.6498901400,31.8094359000,35.0867717200,3822893,192729153.0000,2,22.937312,1,-9.340660,0
2017-05-23,sz.300629,31.2510257400,32.3479028400,29.1968740800,29.8616480800,31.8094359000,3030808,140427044.0000,2,18.184812,1,-6.123303,0
2017-05-24,sz.300629,29.5824430000,30.8787523000,29.3165334000,30.4998311200,29.8616480800,1956600,89368595.0000,2,11.739577,1,2.137139,0
2017-05-25,sz.300629,30.4267059800,30.7723884600,28.6517594000,29.6223294400,30.4998311200,2449923,109416121.0000,2,14.699509,1,-2.877070,0
2017-05-26,sz.300629,29.6156817000,30.7192065400,29.4494882000,29.9214777400,29.6223294400,2375300,107454526.0000,2,14.251771,1,1.009867,0
2017-05-31,sz.300629,30.9053432600,31.8825610400,29.5359088200,29.7818752000,29.9214777400,2842900,132442980.0000,2,17.057366,1,-0.466561,0
2017-06-01,sz.300629,29.0772147600,29.5026701200,26.8036876800,26.8036876800,29.7818752000,2840450,120060334.0000,2,17.042666,1,-9.999999,0
2017-06-02,sz.300629,26.5909600000,27.7343712800,25.9328337400,27.5216436000,26.8036876800,1800400,73437556.0000,2,10.802378,1,2.678576,0
2017-06-05,sz.300629,27.9736899200,28.8844303000,27.7144280600,27.9005647800,27.5216436000,2052610,87380077.0000,2,12.315635,1,1.376811,0
2017-06-06,sz.300629,27.5881210000,28.4124407600,27.5083481200,27.9936331400,27.9005647800,1242310,52346002.0000,2,7.453845,1,0.333570,0
2017-06-07,sz.300629,27.9736899200,29.7486365000,27.9271557400,29.5624997800,27.9936331400,2291410,99992688.0000,2,13.748433,1,5.604371,0
2017-06-08,sz.300629,29.2899424400,29.8483526000,28.5188046000,28.7581232400,29.5624997800,2152400,94601107.0000,2,12.914374,1,-2.720942,0
2017-06-09,sz.300629,28.4523272000,29.2301127800,28.0468150600,28.8246006400,28.7581232400,1433200,61571170.0000,2,8.599183,1,0.231166,0
2017-06-12,sz.300629,28.2528950000,28.4523272000,26.7106193200,27.2956204400,28.8246006400,1691000,70059621.0000,2,10.145980,1,-5.304426,0
2017-06-13,sz.300629,27.1227792000,28.5719865200,27.1227792000,28.1265879400,27.2956204400,1456100,61505235.0000,2,8.736583,1,3.044325,0
2017-06-14,sz.300629,28.0268718400,30.2405692600,27.5349390800,28.7514755000,28.1265879400,2546900,111123894.0000,2,15.281369,1,2.221694,0
2017-06-15,sz.300629,28.5852820000,30.1674441200,28.3459633600,29.8483526000,28.7514755000,2698995,119582911.0000,2,16.193938,1,3.815032,0
2017-06-16,sz.300629,29.6289771800,30.0943189800,28.9774986600,29.7153978000,29.8483526000,1855132,82370097.0000,2,11.130770,1,-0.445436,0
2017-06-19,sz.300629,29.7818752000,30.0544325400,29.1171012000,29.9214777400,29.7153978000,1503190,66961346.0000,2,9.019122,1,0.693507,0
2017-06-20,sz.300629,30.0477848000,32.0886409800,29.9813074000,30.6859678400,29.9214777400,2963800,138148911.0000,2,17.782764,1,2.554991,0
2017-06-21,sz.300629,33.7572237200,33.7572237200,32.3479028400,33.1190406800,30.6859678400,5951398,298684944.0000,2,35.708317,1,7.928942,0
2017-06-22,sz.300629,32.5739260000,33.0924497200,31.2443780000,31.3972760200,33.1190406800,3953908,190732454.0000,2,23.723401,1,-5.198716,0
2017-06-23,sz.300629,31.7230152800,34.5350093000,31.4039237600,34.5350093000,31.3972760200,6014217,300660320.0000,2,36.085230,1,9.993650,0
2017-06-26,sz.300629,34.2358610000,35.0867717200,33.2918819200,34.8341576000,34.5350093000,5044354,259642659.0000,2,30.266063,1,0.866219,0
