date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2000-01-04,sh.600188,2.6667529000,2.7606526500,2.5991450800,2.7306047300,2.6554849300,409550,2932836.0000,2,0.513356,1,2.828851,0
2000-01-05,sh.600188,2.7306047300,2.8019685400,2.7118247800,2.7794326000,2.7306047300,790465,5813055.0000,2,0.990818,1,1.788172,0
2000-01-06,sh.600188,2.7606526500,2.8921123000,2.7493846800,2.8921123000,2.7794326000,861614,6504443.0000,2,1.080001,1,4.054050,0
2000-01-07,sh.600188,2.9108922500,2.9860120500,2.8996242800,2.9822560600,2.8921123000,1962698,15411003.0000,2,2.460169,1,3.116887,0
2000-01-10,sh.600188,3.0235719500,3.2714672900,3.0235719500,3.2263954100,2.9822560600,5949854,49771741.0000,2,7.457920,1,8.186399,0
2000-01-11,sh.600188,3.2226394200,3.2226394200,2.9296722000,2.9935240300,3.2263954100,2212450,18154500.0000,2,2.773224,1,-7.217699,0
2000-01-12,sh.600188,2.9559641300,3.0310839300,2.8733323500,2.8883563100,2.9935240300,1201461,9350748.0000,2,1.505987,1,-3.513171,0
2000-01-13,sh.600188,2.8921123000,2.9597201200,2.8733323500,2.8808443300,2.8883563100,549350,4250903.0000,2,0.688590,1,-0.260078,0
2000-01-14,sh.600188,2.8658203700,2.9296722000,2.7719206200,2.7982125500,2.8808443300,433400,3269340.0000,2,0.543251,1,-2.868321,0
2000-01-17,sh.600188,2.7982125500,2.8470404200,2.7418727000,2.8470404200,2.7982125500,571981,4236249.0000,2,0.716957,1,1.744968,0
2000-01-18,sh.600188,2.8620643800,2.8733323500,2.8094805200,2.8357724500,2.8470404200,530367,4007103.0000,2,0.664795,1,-0.395775,0
2000-01-19,sh.600188,2.8282604700,2.9296722000,2.8169925000,2.8583083900,2.8357724500,680314,5203091.0000,2,0.852748,1,0.794701,0
2000-01-20,sh.600188,2.9108922500,2.9108922500,2.8245044800,2.8770883400,2.8583083900,559383,4270906.0000,2,0.701166,1,0.657026,0
2000-01-21,sh.600188,2.8846003200,2.8883563100,2.7794326000,2.7982125500,2.8770883400,1046300,7844314.0000,2,1.311498,1,-2.741515,0
2000-01-24,sh.600188,2.7907005700,2.8620643800,2.6291930000,2.8169925000,2.7982125500,1633160,11853832.0000,2,2.047105,1,0.671144,0
2000-01-25,sh.600188,2.8507964100,2.8583083900,2.7418727000,2.7907005700,2.8169925000,777640,5776462.0000,2,0.974743,1,-0.933336,0
2000-01-26,sh.600188,2.8094805200,2.8169925000,2.7606526500,2.7831885900,2.7907005700,469351,3486063.0000,2,0.588314,1,-0.269179,0
2000-01-27,sh.600188,2.7982125500,2.7982125500,2.7343607200,2.7606526500,2.7831885900,1413313,10373065.0000,2,1.771535,1,-0.809716,0
2000-01-28,sh.600188,2.7794326000,2.9296722000,2.7418727000,2.8770883400,2.7606526500,1537533,11539200.0000,2,1.927240,1,4.217687,0
2000-02-14,sh.600188,2.9296722000,3.1249836800,2.9259162100,3.1099597200,2.8770883400,2115634,17082618.0000,2,2.651868,1,8.093993,0
2000-02-15,sh.600188,3.1174717000,3.1362516500,2.9296722000,2.9371841800,3.1099597200,3167380,25468432.0000,2,3.970193,1,-5.555551,0
2000-02-16,sh.600188,2.9259162100,2.9259162100,2.7831885900,2.8770883400,2.9371841800,2268587,17094066.0000,2,2.843589,1,-2.046040,0
2000-02-17,sh.600188,2.9221602200,3.0047920000,2.7982125500,2.8921123000,2.8770883400,2922786,22415730.0000,2,3.663603,1,0.522193,0
2000-02-18,sh.600188,2.8921123000,2.8921123000,2.8019685400,2.8169925000,2.8921123000,1467815,11028456.0000,2,1.839851,1,-2.597400,0
2000-02-21,sh.600188,2.8169925000,2.9108922500,2.7756766100,2.9033802700,2.8169925000,2163520,16400171.0000,2,2.711892,1,3.066667,0
2000-02-22,sh.600188,2.9296722000,2.9860120500,2.8169925000,2.8169925000,2.9033802700,1372500,10530335.0000,2,1.720378,1,-2.975421,0
2000-02-23,sh.600188,2.8094805200,2.8094805200,2.7644086400,2.7719206200,2.8169925000,1130722,8368607.0000,2,1.417318,1,-1.599998,0
2000-02-24,sh.600188,2.7982125500,2.8432844300,2.7681646300,2.7869445800,2.7719206200,908639,6722969.0000,2,1.138945,1,0.542005,0
2000-02-25,sh.600188,2.7794326000,2.7831885900,2.7343607200,2.7418727000,2.7869445800,1339024,9800882.0000,2,1.678417,1,-1.617249,0
2000-02-28,sh.600188,2.7418727000,2.8094805200,2.7043128000,2.7944565600,2.7418727000,1629491,11954787.0000,2,2.042506,1,1.917806,0
2000-02-29,sh.600188,2.8169925000,2.9259162100,2.7794326000,2.8583083900,2.7944565600,2136533,16270054.0000,2,2.678064,1,2.284947,0
2000-03-01,sh.600188,2.8733323500,2.9371841800,2.8545524000,2.8921123000,2.8583083900,2119543,16366494.0000,2,2.656768,1,1.182650,0
2000-03-02,sh.600188,2.9108922500,2.9672321000,2.8357724500,2.9634761100,2.8921123000,2076041,15924213.0000,2,2.602240,1,2.467533,0
2000-03-03,sh.600188,2.9597201200,3.0799118000,2.9259162100,3.0761558100,2.9634761100,5344911,42918993.0000,2,6.699647,1,3.802278,0
2000-03-06,sh.600188,3.1475196200,3.3803910000,3.0799118000,3.0911797700,3.0761558100,13773452,119160997.0000,2,17.264508,1,0.488400,0
2000-03-07,sh.600188,3.0723998200,3.1212276900,3.0047920000,3.1174717000,3.0911797700,3527187,28639522.0000,2,4.421197,1,0.850555,0
2000-03-08,sh.600188,3.1324956600,3.1475196200,3.0611318500,3.0911797700,3.1174717000,1856191,15259561.0000,2,2.326666,1,-0.843381,0
2000-03-09,sh.600188,3.0986917500,3.1099597200,3.0047920000,3.0385959100,3.0911797700,2198696,17829898.0000,2,2.755983,1,-1.701086,0
2000-03-10,sh.600188,3.0385959100,3.0423519000,2.9597201200,2.9972800200,3.0385959100,1862885,14855072.0000,2,2.335057,1,-1.359705,0
2000-03-13,sh.600188,2.9860120500,3.0198159600,2.9334281900,2.9860120500,2.9972800200,1371430,10900400.0000,2,1.719036,1,-0.375943,0
2000-03-14,sh.600188,2.9672321000,2.9860120500,2.8357724500,2.9296722000,2.9860120500,1354404,10450282.0000,2,1.697695,1,-1.886788,0
2000-03-15,sh.600188,2.9296722000,3.0836677900,2.8921123000,3.0385959100,2.9296722000,1541847,12338121.0000,2,1.932648,1,3.717948,0
2000-03-16,sh.600188,3.0310839300,3.0310839300,2.8808443300,2.8921123000,3.0385959100,1269900,9884962.0000,2,1.591772,1,-4.820770,0
2000-03-17,sh.600188,2.8545524000,2.9484521500,2.8357724500,2.9296722000,2.8921123000,819050,6327051.0000,2,1.026649,1,1.298706,0
2000-03-20,sh.600188,2.9296722000,3.0348399200,2.8921123000,3.0235719500,2.9296722000,1477196,11755847.0000,2,1.851610,1,3.205128,0
2000-03-21,sh.600188,3.0235719500,3.1850795200,3.0235719500,3.0723998200,3.0235719500,1995477,16483501.0000,2,2.501256,1,1.614908,0
2000-03-22,sh.600188,3.0799118000,3.1925915000,3.0686438300,3.1550316000,3.0723998200,4089565,34210080.0000,2,5.126117,1,2.689478,0
2000-03-23,sh.600188,3.1813235300,3.2001034800,3.0799118000,3.1400076400,3.1550316000,1524733,12695274.0000,2,1.911196,1,-0.476190,0
2000-03-24,sh.600188,3.1550316000,3.1738115500,3.0423519000,3.0498638800,3.1400076400,1792700,14805691.0000,2,2.247083,1,-2.870811,0
2000-03-27,sh.600188,3.0799118000,3.2564433300,3.0723998200,3.2376633800,3.0498638800,3752133,31934394.0000,2,4.703159,1,6.157636,0
2000-03-28,sh.600188,3.3052712000,3.3090271900,3.1738115500,3.1925915000,3.2376633800,2018817,17252164.0000,2,2.530512,1,-1.392110,0
2000-03-29,sh.600188,3.2113714500,3.5118506500,3.1925915000,3.5118506500,3.1925915000,14945009,135420031.0000,2,18.733011,1,10.000000,0
2000-03-30,sh.600188,3.5832144600,3.8649137100,3.5794584700,3.8649137100,3.5118506500,29286545,293290369.0000,2,36.709591,1,10.053470,0
