date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2019-03-19,sz.300763,18.3229341300,21.9852284400,18.3229341300,21.9852284400,15.2681565600,9612,363287.3200,2,0.048060,1,43.994000,0
2019-03-20,sz.300763,24.1860438000,24.1860438000,24.1860438000,24.1860438000,21.9852284400,2700,113940.0000,2,0.013500,1,10.010430,0
2019-03-21,sz.300763,26.6046481800,26.6046481800,26.6046481800,26.6046481800,24.1860438000,4285,198909.7000,2,0.021425,1,9.999993,0
2019-03-22,sz.300763,29.2639667400,29.2639667400,29.2639667400,29.2639667400,26.6046481800,24426,1247191.5600,2,0.122130,1,9.995699,0
2019-03-25,sz.300763,32.1926559300,32.1926559300,32.1926559300,32.1926559300,29.2639667400,45100,2533267.0000,2,0.225500,1,10.007830,0
2019-03-26,sz.300763,35.4136409100,35.4136409100,35.4136409100,35.4136409100,32.1926559300,76900,4751651.0000,2,0.384500,1,10.005350,0
2019-03-27,sz.300763,38.9555781300,38.9555781300,38.9555781300,38.9555781300,35.4136409100,131028,8905973.1600,2,0.655140,1,10.001620,0
2019-03-28,sz.300763,42.8528553300,42.8528553300,40.1190300000,40.2795061200,38.9555781300,11463821,819629694.1100,2,57.319105,1,3.398554,0
2019-03-29,sz.300763,38.5142688000,38.9154591000,36.9381640500,38.3537926800,40.2795061200,7199878,479316209.5500,2,35.999390,1,-4.780878,0
2019-04-01,sz.300763,37.8265140000,39.5917513200,37.2648475800,38.6804762100,38.3537926800,6683334,447948795.8900,2,33.416670,1,0.851763,0
2019-04-02,sz.300763,38.6575510500,38.6575510500,37.7290820700,38.2448981700,38.6804762100,5148262,343032646.8400,2,25.741310,1,-1.126085,0
2019-04-03,sz.300763,38.0557656000,38.0557656000,37.0527898500,37.2018033900,38.2448981700,4514438,295013257.5600,2,22.572190,1,-2.727408,0
2019-04-04,sz.300763,37.0527898500,38.4168368700,37.0527898500,38.1245410800,37.2018033900,4790070,316470913.2200,2,23.950350,1,2.480346,0
2019-04-08,sz.300763,37.9984527000,38.6862075000,37.4253237000,37.4425175700,38.1245410800,4325684,286245730.7300,2,21.628420,1,-1.788928,0
2019-04-09,sz.300763,36.9095076000,36.9095076000,34.6743045000,35.0697635100,37.4425175700,4163618,256689466.8900,2,20.818090,1,-6.337063,0
2019-04-10,sz.300763,35.0181819000,35.4079096200,34.7144235300,34.9608690000,35.0697635100,1906589,116543031.3000,2,9.532945,1,-0.310506,0
2019-04-11,sz.300763,35.1786580200,35.2359709200,34.1986074300,34.3877400000,34.9608690000,2008331,121398397.1200,2,10.041655,1,-1.639344,0
2019-04-12,sz.300763,34.3820087100,34.6685732100,33.0179616900,33.6369410100,34.3877400000,2424169,142733378.0400,2,12.120845,1,-2.183336,0
2019-04-15,sz.300763,33.7286416500,34.2329951700,33.5337777900,33.5853594000,33.6369410100,1641019,97095845.0200,2,8.205095,1,-0.153348,0
2019-04-16,sz.300763,33.5624342400,34.1011755000,32.6683530000,34.0954442100,33.5853594000,2124502,123487981.5900,2,10.622510,1,1.518777,0
2019-04-17,sz.300763,33.9235055100,34.3246958100,33.8088797100,34.0667877600,34.0954442100,1713881,101978028.6500,2,8.569405,1,-0.084053,0
2019-04-18,sz.300763,34.0725190500,34.2043387200,33.5395090800,33.8375361600,34.0667877600,1590335,93922553.3600,2,7.951675,1,-0.672944,0
2019-04-19,sz.300763,33.5051213400,34.2043387200,33.4191519900,34.1527571100,33.8375361600,1562104,92449099.5900,2,7.810520,1,0.931570,0
2019-04-22,sz.300763,34.1527571100,34.1527571100,32.9950365300,33.2758697400,34.1527571100,1762958,102970160.6100,2,8.814790,1,-2.567543,0
2019-04-23,sz.300763,32.9950365300,34.1298319500,32.7600536400,33.4019581200,33.2758697400,1961551,114884351.4400,2,9.807755,1,0.378914,0
2019-04-24,sz.300763,33.0294242700,33.3847642500,31.6080643500,32.3015504400,33.4019581200,1972787,111522012.4400,2,9.863935,1,-3.294437,0
2019-04-25,sz.300763,32.0894927100,32.3187443100,29.6938134900,29.8256331600,32.3015504400,2238938,121245443.8900,2,11.194690,1,-7.665010,0
2019-04-26,sz.300763,29.6995447800,29.7110073600,28.8283887000,29.1837286800,29.8256331600,1720030,87936848.0500,2,8.600150,1,-2.152196,0
2019-04-29,sz.300763,29.1837286800,29.5046809200,27.1835084700,27.2064336300,29.1837286800,1860787,91917268.5100,2,9.303935,1,-6.775328,0
2019-04-30,sz.300763,27.2408213700,27.7623687600,27.0803452500,27.3095968500,27.2064336300,1048196,50199744.3000,2,5.240980,1,0.379188,0
2019-05-06,sz.300763,25.3552269600,26.3639340000,24.6158905500,25.2635263200,27.3095968500,1584277,70487346.3600,2,7.921385,1,-7.492129,0
